midas_entity	text
statement person	Yeah you don't come across someone like PERSON that often
statement person	PERSON wanted people around him to be as happy and fit as he is.
statement person	I don't know PERSON.
statement person	Yeah PERSON has got it made.
statement person	My wife loves PERSON.
statement person	Yeah I'm not really sure who PERSON is.
statement person	Gotta go look up PERSON to see what else he did.
statement person	Yes that was PERSON
statement person	Yeah one of them being PERSON.
statement person	Yes PERSON made a lot of money also.
statement person	One thing is sure PERSON is in deep trouble and they are going to come hard after him.
statement person	Yes that was written by PERSON
statement person	But either he or the PERSON picked some that are just right.
statement person	It was PERSON!
statement person	PERSON sister?
statement person	Because of PERSON.
statement person	PERSON got charged a $40 late fee.
statement person	lol  You must be talking about PERSON?
statement person	They call them PERSON for some reason.
statement person	I'm not surprised with PERSON -- he has his hand in everything.
statement person	If PERSON runs its game over.
statement person	PERSON is trying to put the other team off balance.
statement person	I can't even picture him as PERSON.
statement person	He doesn't have the power to get rid of PERSON.
statement person	I know PERSON had them installed
statement person	Well it was PERSON.
statement person	I have heard PERSON.
statement person	It seems like they were modeled after PERSON.
statement person	they got caught when one of them steped out dresses as PERSON.
statement person	Yeah PERSON is always planning something.
statement person	I do know the player PERSON.
statement person	I really do not see what is scary in PERSON that he sees and we do not see
statement person	Yes that was PERSON
statement person	It was perfomed by PERSON first back in 1955.
statement person	Yes that was PERSON
statement person	Yeah in fact PERSON got its inspiration from a late fee of $40.
statement person	I've heard about PERSON.
statement person	Yes only PERSON gets paid more than her.
statement person	PERSON was an even better dancer he was old and still moving
statement person	I know that PERSON is not one of them.
statement person	Yes that was PERSON
statement person	It was the wife of PERSON.
statement person	I don't know much about PERSON.
statement person	I didnt catch that version of PERSON.
statement person	PERSON was one of them.
statement person	PERSON says she doesn't care if you're young or old.
statement person	He was called PERSON
statement person	Yeah he said it about PERSON as well.
statement person	PERSON doesn't even make the top three!
statement person	It was invented by PERSON.
statement person	I'm not familiar with PERSON.
statement person	PERSON.
statement person	There ain't nothing but PERSON in this life.
statement person	PERSON knows!
statement person	PERSON?
statement person	It was with PERSON and he's going to continue getting paid until he turns 55.
statement person	Yes he does and it doesn't hurt to have PERSON.
statement person	ya a PERSON contest!
statement person	PERSON gets to play often.
statement person	It was PERSON.
statement person	Ya she's second only to PERSON.
statement person	I dont know PERSON.
statement person	PERSON is there as well.
statement person	It was PERSON .
statement person	PERSON.
statement person	Oh wow yeah all the above are great except PERSON-don't know him.
statement person	It was written by PERSON!
statement person	I cant recall PERSON.
statement person	Both him and PERSON!
statement person	Yes so it can be distinguished from PERSON as they sound similar
statement person	I do know PERSON.
statement person	I think it was named after the explorer PERSON!
statement person	But they wanted to hire PERSON?
statement person	PERSON was the producer.
statement person	PERSON pleaded not guilty saying he was set up.
statement person	I am a PERSON supporter.
statement person	That thanks to the work of PERSON.
statement person	Yes it is Baby by PERSON.
statement person	I listened to PERSON.
statement person	PERSON does all kinds of stuff.
statement person	"They think they're anonymous."" said PERSON."
statement person	It was PERSON who played him.
statement person	Yeah and one of his students was he super funny PERSON
statement person	PERSON.
statement person	Yes that is PERSON.
statement person	Yup and they booed PERSON when he got hurt.
statement person	that might need to be updated because PERSON is the wealthiest we have ever had.
statement person	PERSON takes everything down.
statement person	Yeah and PERSON got in an even worse deal that that though.
statement person	It is Hybrid Theory by PERSON
statement person	There is no reason to impeach PERSON.
statement person	I also didn't know that about PERSON.
statement person	I didn't even know PERSON was still around.
